LocalDateTime,Flow (cfs),Temperture (C)
2016-10-30 23:45:00,4.049309,9.262000
2016-10-31 00:00:00,4.049309,9.238000
2016-10-31 00:15:00,4.105942,9.238000
2016-10-31 00:30:00,4.190893,9.213000
2016-10-31 00:45:00,4.445744,9.188000
2016-10-31 01:00:00,4.389111,9.163000
2016-10-31 01:15:00,4.304160,9.139000
2016-10-31 01:30:00,4.304160,9.139000
2016-10-31 01:45:00,4.304160,9.114000
2016-10-31 02:00:00,4.304160,9.089000
2016-10-31 02:15:00,4.304160,9.064000
2016-10-31 02:30:00,4.247527,9.040000
2016-10-31 02:45:00,4.247527,9.040000
2016-10-31 03:00:00,4.247527,9.015000
2016-10-31 03:15:00,4.190893,8.990000
2016-10-31 03:30:00,4.190893,8.965000
2016-10-31 03:45:00,4.190893,8.941000
2016-10-31 04:00:00,4.190893,8.916000
2016-10-31 04:15:00,4.247527,8.866000
2016-10-31 04:30:00,4.190893,8.841000
2016-10-31 04:45:00,4.247527,8.792000
2016-10-31 05:00:00,4.247527,8.767000
2016-10-31 05:15:00,4.247527,8.742000
2016-10-31 05:30:00,4.247527,8.693000
2016-10-31 05:45:00,4.247527,8.668000
2016-10-31 06:00:00,4.247527,8.643000
2016-10-31 06:15:00,4.247527,8.593000
2016-10-31 06:30:00,4.304160,8.543000
2016-10-31 06:45:00,4.247527,8.519000
2016-10-31 07:00:00,4.247527,8.494000
2016-10-31 07:15:00,4.304160,8.444000
2016-10-31 07:30:00,4.304160,8.394000
2016-10-31 07:45:00,4.304160,8.369000
2016-10-31 08:00:00,4.304160,8.319000
2016-10-31 08:15:00,4.304160,8.295000
2016-10-31 08:30:00,4.304160,8.245000
2016-10-31 08:45:00,4.304160,8.220000
2016-10-31 09:00:00,4.304160,8.170000
2016-10-31 09:15:00,4.304160,8.145000
2016-10-31 09:30:00,4.304160,8.095000
2016-10-31 09:45:00,4.389111,8.070000
2016-10-31 10:00:00,4.304160,8.070000
2016-10-31 10:15:00,4.304160,8.045000
2016-10-31 10:30:00,4.304160,8.020000
2016-10-31 10:45:00,4.304160,7.995000
2016-10-31 11:00:00,4.304160,7.995000
2016-10-31 11:15:00,4.304160,7.995000
2016-10-31 11:30:00,4.304160,7.995000
2016-10-31 11:45:00,4.304160,7.995000
2016-10-31 12:00:00,4.304160,7.995000
2016-10-31 12:15:00,4.304160,8.020000
2016-10-31 12:30:00,4.304160,7.995000
2016-10-31 12:45:00,4.247527,7.995000
2016-10-31 13:00:00,4.247527,8.020000
2016-10-31 13:15:00,4.304160,8.045000
2016-10-31 13:30:00,4.247527,8.095000
2016-10-31 13:45:00,4.247527,8.145000
2016-10-31 14:00:00,4.247527,8.145000
2016-10-31 14:15:00,4.247527,8.120000
2016-10-31 14:30:00,4.304160,8.145000
2016-10-31 14:45:00,4.304160,8.170000
2016-10-31 15:00:00,4.247527,8.195000
2016-10-31 15:15:00,4.304160,8.245000
2016-10-31 15:30:00,4.304160,8.270000
2016-10-31 15:45:00,4.304160,8.295000
2016-10-31 16:00:00,4.304160,8.270000
2016-10-31 16:15:00,4.304160,8.270000
2016-10-31 16:30:00,4.304160,8.295000
2016-10-31 16:45:00,4.304160,8.295000
2016-10-31 17:00:00,4.389111,8.319000
2016-10-31 17:15:00,4.304160,8.344000
2016-10-31 17:30:00,4.304160,8.344000
2016-10-31 17:45:00,4.445744,8.344000
2016-10-31 18:00:00,4.389111,8.369000
2016-10-31 18:15:00,4.389111,8.369000
2016-10-31 18:30:00,4.445744,8.369000
2016-10-31 18:45:00,4.445744,8.344000
2016-10-31 19:00:00,4.445744,8.319000
2016-10-31 19:15:00,4.445744,8.270000
2016-10-31 19:30:00,4.445744,8.245000
2016-10-31 19:45:00,4.445744,8.195000
2016-10-31 20:00:00,4.445744,8.145000
2016-10-31 20:15:00,4.445744,8.070000
2016-10-31 20:30:00,4.304160,8.045000
2016-10-31 20:45:00,4.389111,7.995000
2016-10-31 21:00:00,4.445744,7.945000
2016-10-31 21:15:00,4.445744,7.895000
2016-10-31 21:30:00,4.304160,7.845000
2016-10-31 21:45:00,4.389111,7.820000
2016-10-31 22:00:00,4.389111,7.770000
2016-10-31 22:15:00,4.389111,7.720000
2016-10-31 22:30:00,4.304160,7.670000
2016-10-31 22:45:00,4.389111,7.645000
2016-10-31 23:00:00,4.304160,7.594000
2016-10-31 23:15:00,4.304160,7.544000
2016-10-31 23:30:00,4.389111,7.494000
2016-10-31 23:45:00,4.389111,7.469000
2016-11-01 00:00:00,4.304160,7.419000
2016-11-01 00:15:00,4.445744,7.393000
2016-11-01 00:30:00,4.304160,7.368000
2016-11-01 00:45:00,4.389111,7.318000
2016-11-01 01:00:00,4.445744,7.268000
2016-11-01 01:15:00,4.389111,7.242000
2016-11-01 01:30:00,4.389111,7.192000
2016-11-01 01:45:00,4.445744,7.167000
2016-11-01 02:00:00,4.304160,7.116000
2016-11-01 02:15:00,4.445744,7.091000
2016-11-01 02:30:00,4.389111,7.041000
2016-11-01 02:45:00,4.389111,7.015000
2016-11-01 03:00:00,4.389111,6.965000
2016-11-01 03:15:00,4.389111,6.940000
2016-11-01 03:30:00,4.389111,6.914000
2016-11-01 03:45:00,4.304160,6.889000
2016-11-01 04:00:00,4.389111,6.864000
2016-11-01 04:15:00,4.389111,6.839000
2016-11-01 04:30:00,4.389111,6.813000
2016-11-01 04:45:00,4.445744,6.788000
2016-11-01 05:00:00,4.304160,6.737000
2016-11-01 05:15:00,4.389111,6.712000
2016-11-01 05:30:00,4.389111,6.687000
2016-11-01 05:45:00,4.445744,6.661000
2016-11-01 06:00:00,4.389111,6.636000
2016-11-01 06:15:00,4.445744,6.611000
2016-11-01 06:30:00,4.445744,6.585000
2016-11-01 06:45:00,4.445744,6.585000
2016-11-01 07:00:00,4.445744,6.560000
2016-11-01 07:15:00,4.389111,6.535000
2016-11-01 07:30:00,4.445744,6.535000
2016-11-01 07:45:00,4.445744,6.484000
2016-11-01 08:00:00,4.445744,6.509000
2016-11-01 08:15:00,4.445744,6.484000
2016-11-01 08:30:00,4.389111,6.484000
2016-11-01 08:45:00,4.445744,6.484000
2016-11-01 09:00:00,4.445744,6.484000
2016-11-01 09:15:00,4.389111,6.484000
2016-11-01 09:30:00,4.389111,6.484000
2016-11-01 09:45:00,4.445744,6.458000
2016-11-01 10:00:00,4.445744,6.458000
2016-11-01 10:15:00,4.304160,6.433000
2016-11-01 10:30:00,4.445744,6.458000
2016-11-01 10:45:00,4.389111,6.458000
2016-11-01 11:00:00,4.304160,6.458000
2016-11-01 11:15:00,4.389111,6.458000
2016-11-01 11:30:00,4.304160,6.484000
2016-11-01 11:45:00,4.304160,6.509000
2016-11-01 12:00:00,4.304160,6.509000
2016-11-01 12:15:00,4.304160,6.535000
2016-11-01 12:30:00,4.304160,6.535000
2016-11-01 12:45:00,4.247527,6.560000
2016-11-01 13:00:00,4.304160,6.585000
2016-11-01 13:15:00,4.304160,6.636000
2016-11-01 13:30:00,4.304160,6.661000
2016-11-01 13:45:00,4.304160,6.712000
2016-11-01 14:00:00,4.304160,6.763000
2016-11-01 14:15:00,4.304160,6.788000
2016-11-01 14:30:00,4.304160,6.839000
2016-11-01 14:45:00,4.304160,6.864000
2016-11-01 15:00:00,4.445744,6.914000
2016-11-01 15:15:00,4.389111,6.940000
2016-11-01 15:30:00,4.304160,7.015000
2016-11-01 15:45:00,4.389111,7.066000
2016-11-01 16:00:00,4.389111,7.116000
2016-11-01 16:15:00,4.389111,7.192000
2016-11-01 16:30:00,4.445744,7.192000
2016-11-01 16:45:00,4.389111,7.242000
2016-11-01 17:00:00,4.445744,7.268000
2016-11-01 17:15:00,4.445744,7.293000
2016-11-01 17:30:00,4.445744,7.318000
2016-11-01 17:45:00,4.445744,7.343000
2016-11-01 18:00:00,4.445744,7.343000
2016-11-01 18:15:00,4.445744,7.343000
2016-11-01 18:30:00,4.304160,7.368000
2016-11-01 18:45:00,4.445744,7.368000
2016-11-01 19:00:00,4.389111,7.368000
2016-11-01 19:15:00,4.389111,7.343000
2016-11-01 19:30:00,4.389111,7.343000
2016-11-01 19:45:00,4.389111,7.318000
2016-11-01 20:00:00,4.304160,7.293000
2016-11-01 20:15:00,4.389111,7.268000
2016-11-01 20:30:00,4.389111,7.242000
2016-11-01 20:45:00,4.304160,7.192000
2016-11-01 21:00:00,4.389111,7.167000
2016-11-01 21:15:00,4.389111,7.142000
2016-11-01 21:30:00,4.304160,7.091000
2016-11-01 21:45:00,4.389111,7.041000
2016-11-01 22:00:00,4.389111,7.015000
2016-11-01 22:15:00,4.304160,6.990000
2016-11-01 22:30:00,4.389111,6.965000
2016-11-01 22:45:00,4.389111,6.940000
2016-11-01 23:00:00,4.304160,6.889000
2016-11-01 23:15:00,4.389111,6.889000
2016-11-01 23:30:00,4.304160,6.839000
2016-11-01 23:45:00,4.304160,6.813000
2016-11-02 00:00:00,4.304160,6.763000
2016-11-02 00:15:00,4.304160,6.737000
2016-11-02 00:30:00,4.304160,6.737000
2016-11-02 00:45:00,4.304160,6.687000
2016-11-02 01:00:00,4.304160,6.661000
2016-11-02 01:15:00,4.304160,6.636000
2016-11-02 01:30:00,4.304160,6.585000
2016-11-02 01:45:00,4.247527,6.585000
2016-11-02 02:00:00,4.247527,6.535000
2016-11-02 02:15:00,4.304160,6.509000
2016-11-02 02:30:00,4.304160,6.484000
2016-11-02 02:45:00,4.304160,6.458000
2016-11-02 03:00:00,4.304160,6.433000
2016-11-02 03:15:00,4.304160,6.408000
2016-11-02 03:30:00,4.304160,6.382000
2016-11-02 03:45:00,4.304160,6.331000
2016-11-02 04:00:00,4.304160,6.331000
2016-11-02 04:15:00,4.304160,6.281000
2016-11-02 04:30:00,4.304160,6.255000
2016-11-02 04:45:00,4.389111,6.230000
2016-11-02 05:00:00,4.304160,6.204000
2016-11-02 05:15:00,4.304160,6.179000
2016-11-02 05:30:00,4.304160,6.179000
2016-11-02 05:45:00,4.304160,6.128000
2016-11-02 06:00:00,4.304160,6.102000
2016-11-02 06:15:00,4.389111,6.077000
2016-11-02 06:30:00,4.304160,6.077000
2016-11-02 06:45:00,4.304160,6.026000
2016-11-02 07:00:00,4.304160,6.000000
2016-11-02 07:15:00,4.304160,5.975000
2016-11-02 07:30:00,4.389111,5.949000
2016-11-02 07:45:00,4.304160,5.924000
2016-11-02 08:00:00,4.389111,5.898000
2016-11-02 08:15:00,4.304160,5.872000
2016-11-02 08:30:00,4.445744,5.847000
2016-11-02 08:45:00,4.304160,5.821000
2016-11-02 09:00:00,4.304160,5.796000
2016-11-02 09:15:00,4.304160,5.770000
2016-11-02 09:30:00,4.304160,5.745000
2016-11-02 09:45:00,4.304160,5.719000
2016-11-02 10:00:00,4.304160,5.693000
2016-11-02 10:15:00,4.304160,5.668000
2016-11-02 10:30:00,4.304160,5.642000
2016-11-02 10:45:00,4.304160,5.642000
2016-11-02 11:00:00,4.304160,5.616000
2016-11-02 11:15:00,4.304160,5.616000
2016-11-02 11:30:00,4.304160,5.616000
2016-11-02 11:45:00,4.304160,5.616000
2016-11-02 12:00:00,4.304160,5.616000
2016-11-02 12:15:00,4.304160,5.668000
2016-11-02 12:30:00,4.304160,5.693000
2016-11-02 12:45:00,4.304160,5.719000
2016-11-02 13:00:00,4.304160,5.719000
2016-11-02 13:15:00,4.304160,5.745000
2016-11-02 13:30:00,4.304160,5.770000
2016-11-02 13:45:00,4.304160,5.821000
2016-11-02 14:00:00,4.304160,5.847000
2016-11-02 14:15:00,4.304160,5.898000
2016-11-02 14:30:00,4.304160,5.949000
2016-11-02 14:45:00,4.304160,6.026000
2016-11-02 15:00:00,4.304160,6.077000
2016-11-02 15:15:00,4.304160,6.128000
2016-11-02 15:30:00,4.247527,6.179000
2016-11-02 15:45:00,4.247527,6.230000
2016-11-02 16:00:00,4.247527,6.306000
2016-11-02 16:15:00,4.247527,6.357000
2016-11-02 16:30:00,4.247527,6.408000
2016-11-02 16:45:00,4.247527,6.433000
2016-11-02 17:00:00,4.247527,6.484000
2016-11-02 17:15:00,4.247527,6.509000
2016-11-02 17:30:00,4.247527,6.535000
2016-11-02 17:45:00,4.247527,6.560000
2016-11-02 18:00:00,4.247527,6.585000
2016-11-02 18:15:00,4.247527,6.611000
2016-11-02 18:30:00,4.247527,6.611000
2016-11-02 18:45:00,4.190893,6.636000
2016-11-02 19:00:00,4.247527,6.636000
2016-11-02 19:15:00,4.247527,6.636000
2016-11-02 19:30:00,4.190893,6.636000
2016-11-02 19:45:00,4.247527,6.636000
2016-11-02 20:00:00,4.247527,6.611000
2016-11-02 20:15:00,4.304160,6.585000
2016-11-02 20:30:00,4.247527,6.535000
2016-11-02 20:45:00,4.190893,6.509000
2016-11-02 21:00:00,4.247527,6.484000
2016-11-02 21:15:00,4.247527,6.433000
2016-11-02 21:30:00,4.247527,6.433000
2016-11-02 21:45:00,4.247527,6.382000
2016-11-02 22:00:00,4.247527,6.357000
2016-11-02 22:15:00,4.190893,6.331000
2016-11-02 22:30:00,4.247527,6.306000
2016-11-02 22:45:00,4.190893,6.281000
2016-11-02 23:00:00,4.190893,6.230000
2016-11-02 23:15:00,4.247527,6.230000
2016-11-02 23:30:00,4.190893,6.204000
2016-11-02 23:45:00,4.247527,6.179000
2016-11-03 00:00:00,4.190893,6.153000
2016-11-03 00:15:00,4.190893,6.128000
2016-11-03 00:30:00,4.247527,6.102000
2016-11-03 00:45:00,4.190893,6.077000
2016-11-03 01:00:00,4.247527,6.077000
2016-11-03 01:15:00,3.596239,6.051000
2016-11-03 01:30:00,3.737823,6.051000
2016-11-03 01:45:00,3.992675,6.051000
2016-11-03 02:00:00,4.049309,6.026000
2016-11-03 02:15:00,4.190893,5.975000
2016-11-03 02:30:00,3.851091,5.924000
2016-11-03 02:45:00,4.049309,5.924000
2016-11-03 03:00:00,4.190893,5.898000
2016-11-03 03:15:00,3.907724,5.847000
2016-11-03 03:30:00,4.190893,5.821000
2016-11-03 03:45:00,4.190893,5.821000
2016-11-03 04:00:00,4.190893,5.770000
2016-11-03 04:15:00,4.247527,5.745000
2016-11-03 04:30:00,4.190893,5.719000
2016-11-03 04:45:00,4.247527,5.719000
2016-11-03 05:00:00,4.190893,5.693000
2016-11-03 05:15:00,4.190893,5.693000
2016-11-03 05:30:00,4.190893,5.668000
2016-11-03 05:45:00,4.190893,5.668000
2016-11-03 06:00:00,4.190893,5.642000
2016-11-03 06:15:00,4.190893,5.642000
2016-11-03 06:30:00,4.190893,5.616000
2016-11-03 06:45:00,4.190893,5.616000
2016-11-03 07:00:00,4.190893,5.616000
2016-11-03 07:15:00,4.190893,5.591000
2016-11-03 07:30:00,4.190893,5.591000
2016-11-03 07:45:00,4.190893,5.565000
2016-11-03 08:00:00,4.247527,5.539000
2016-11-03 08:15:00,4.190893,5.514000
2016-11-03 08:30:00,4.190893,5.514000
2016-11-03 08:45:00,4.190893,5.514000
2016-11-03 09:00:00,4.190893,5.488000
2016-11-03 09:15:00,4.247527,5.462000
2016-11-03 09:30:00,4.190893,5.462000
2016-11-03 09:45:00,4.190893,5.437000
2016-11-03 10:00:00,4.190893,5.437000
2016-11-03 10:15:00,4.190893,5.411000
2016-11-03 10:30:00,4.190893,5.411000
2016-11-03 10:45:00,4.190893,5.411000
2016-11-03 11:00:00,4.190893,5.411000
2016-11-03 11:15:00,4.247527,5.411000
2016-11-03 11:30:00,4.190893,5.411000
2016-11-03 11:45:00,4.190893,5.411000
2016-11-03 12:00:00,4.190893,5.437000
2016-11-03 12:15:00,4.247527,5.462000
2016-11-03 12:30:00,4.190893,5.488000
2016-11-03 12:45:00,4.190893,5.514000
2016-11-03 13:00:00,4.190893,5.565000
2016-11-03 13:15:00,3.737823,5.565000
2016-11-03 13:30:00,3.539605,5.616000
2016-11-03 13:45:00,3.794457,5.719000
2016-11-03 14:00:00,3.907724,5.719000
2016-11-03 14:15:00,4.190893,5.719000
2016-11-03 14:30:00,3.992675,5.719000
2016-11-03 14:45:00,3.992675,5.796000
2016-11-03 15:00:00,3.907724,5.872000
2016-11-03 15:15:00,3.907724,5.924000
2016-11-03 15:30:00,3.907724,5.949000
2016-11-03 15:45:00,3.992675,6.000000
2016-11-03 16:00:00,3.992675,6.051000
2016-11-03 16:15:00,4.049309,6.077000
2016-11-03 16:30:00,3.907724,6.128000
2016-11-03 16:45:00,3.992675,6.179000
2016-11-03 17:00:00,3.992675,6.230000
2016-11-03 17:15:00,3.907724,6.281000
2016-11-03 17:30:00,3.907724,6.331000
2016-11-03 17:45:00,3.992675,6.357000
2016-11-03 18:00:00,4.049309,6.382000
2016-11-03 18:15:00,3.907724,6.408000
2016-11-03 18:30:00,3.992675,6.433000
2016-11-03 18:45:00,3.992675,6.433000
2016-11-03 19:00:00,4.049309,6.458000
2016-11-03 19:15:00,4.247527,6.458000
2016-11-03 19:30:00,4.105942,6.484000
2016-11-03 19:45:00,4.190893,6.484000
2016-11-03 20:00:00,4.247527,6.458000
2016-11-03 20:15:00,4.190893,6.433000
2016-11-03 20:30:00,4.247527,6.433000
2016-11-03 20:45:00,4.247527,6.382000
2016-11-03 21:00:00,4.247527,6.331000
2016-11-03 21:15:00,4.105942,6.306000
2016-11-03 21:30:00,4.304160,6.281000
2016-11-03 21:45:00,4.190893,6.230000
2016-11-03 22:00:00,4.190893,6.204000
2016-11-03 22:15:00,4.247527,6.179000
2016-11-03 22:30:00,3.907724,6.153000
2016-11-03 22:45:00,4.190893,6.153000
2016-11-03 23:00:00,3.907724,6.102000
2016-11-03 23:15:00,3.992675,6.102000
2016-11-03 23:30:00,4.049309,6.077000
2016-11-03 23:45:00,3.907724,6.051000
2016-11-04 00:00:00,3.907724,6.051000
2016-11-04 00:15:00,3.907724,6.026000
2016-11-04 00:30:00,3.907724,6.026000
2016-11-04 00:45:00,3.992675,5.975000
2016-11-04 01:00:00,3.992675,5.949000
2016-11-04 01:15:00,3.992675,5.924000
2016-11-04 01:30:00,4.049309,5.924000
2016-11-04 01:45:00,4.105942,5.898000
2016-11-04 02:00:00,4.190893,5.872000
2016-11-04 02:15:00,4.247527,5.821000
2016-11-04 02:30:00,3.992675,5.796000
2016-11-04 02:45:00,4.389111,5.770000
2016-11-04 03:00:00,3.851091,5.719000
2016-11-04 03:15:00,4.304160,5.719000
2016-11-04 03:30:00,4.105942,5.693000
2016-11-04 03:45:00,4.190893,5.668000
2016-11-04 04:00:00,4.190893,5.668000
2016-11-04 04:15:00,4.049309,5.642000
2016-11-04 04:30:00,4.190893,5.668000
2016-11-04 04:45:00,4.105942,5.642000
2016-11-04 05:00:00,4.190893,5.616000
2016-11-04 05:15:00,4.190893,5.616000
2016-11-04 05:30:00,4.049309,5.616000
2016-11-04 05:45:00,4.190893,5.616000
2016-11-04 06:00:00,4.190893,5.616000
2016-11-04 06:15:00,4.105942,5.591000
2016-11-04 06:30:00,4.105942,5.591000
2016-11-04 06:45:00,4.190893,5.591000
2016-11-04 07:00:00,4.105942,5.565000
2016-11-04 07:15:00,4.190893,5.565000
2016-11-04 07:30:00,4.049309,5.539000
2016-11-04 07:45:00,4.049309,5.539000
2016-11-04 08:00:00,4.190893,5.539000
2016-11-04 08:15:00,4.190893,5.514000
2016-11-04 08:30:00,4.049309,5.488000
2016-11-04 08:45:00,4.049309,5.488000
2016-11-04 09:00:00,4.049309,5.488000
2016-11-04 09:15:00,4.049309,5.488000
2016-11-04 09:30:00,3.992675,5.462000
2016-11-04 09:45:00,4.049309,5.462000
2016-11-04 10:00:00,4.304160,5.462000
2016-11-04 10:15:00,4.105942,5.462000
2016-11-04 10:30:00,3.907724,5.437000
2016-11-04 10:45:00,3.652873,5.462000
2016-11-04 11:00:00,3.737823,5.488000
2016-11-04 11:15:00,3.794457,5.488000
2016-11-04 11:30:00,3.907724,5.488000
2016-11-04 11:45:00,3.907724,5.514000
2016-11-04 12:00:00,3.794457,5.514000
2016-11-04 12:15:00,3.851091,5.565000
2016-11-04 12:30:00,3.851091,5.616000
2016-11-04 12:45:00,3.851091,5.616000
2016-11-04 13:00:00,3.907724,5.642000
2016-11-04 13:15:00,3.907724,5.642000
2016-11-04 13:30:00,3.907724,5.668000
2016-11-04 13:45:00,3.907724,5.719000
2016-11-04 14:00:00,3.851091,5.745000
2016-11-04 14:15:00,3.851091,5.770000
2016-11-04 14:30:00,3.851091,5.796000
2016-11-04 14:45:00,3.851091,5.847000
2016-11-04 15:00:00,3.907724,5.924000
2016-11-04 15:15:00,3.907724,5.975000
2016-11-04 15:30:00,3.992675,6.051000
2016-11-04 15:45:00,3.992675,6.102000
2016-11-04 16:00:00,4.049309,6.179000
2016-11-04 16:15:00,4.190893,6.230000
2016-11-04 16:30:00,4.105942,6.281000
2016-11-04 16:45:00,4.049309,6.331000
2016-11-04 17:00:00,4.190893,6.408000
2016-11-04 17:15:00,4.049309,6.433000
2016-11-04 17:30:00,4.105942,6.509000
2016-11-04 17:45:00,4.105942,6.535000
2016-11-04 18:00:00,4.190893,6.560000
2016-11-04 18:15:00,4.049309,6.585000
2016-11-04 18:30:00,4.190893,6.636000
2016-11-04 18:45:00,4.105942,6.661000
2016-11-04 19:00:00,4.105942,6.687000
2016-11-04 19:15:00,4.105942,6.712000
2016-11-04 19:30:00,4.105942,6.737000
2016-11-04 19:45:00,4.105942,6.712000
2016-11-04 20:00:00,4.190893,6.712000
2016-11-04 20:15:00,4.105942,6.687000
2016-11-04 20:30:00,4.049309,6.661000
2016-11-04 20:45:00,4.190893,6.636000
2016-11-04 21:00:00,3.851091,6.585000
2016-11-04 21:15:00,3.992675,6.585000
2016-11-04 21:30:00,3.992675,6.535000
2016-11-04 21:45:00,3.907724,6.509000
2016-11-04 22:00:00,3.851091,6.484000
2016-11-04 22:15:00,3.851091,6.484000
2016-11-04 22:30:00,3.794457,6.458000
2016-11-04 22:45:00,3.794457,6.458000
2016-11-04 23:00:00,3.851091,6.433000
2016-11-04 23:15:00,3.794457,6.433000
2016-11-04 23:30:00,3.794457,6.408000
2016-11-04 23:45:00,3.794457,6.382000
2016-11-05 00:00:00,3.851091,6.382000
2016-11-05 00:15:00,3.794457,6.357000
2016-11-05 00:30:00,3.794457,6.357000
2016-11-05 00:45:00,3.851091,6.331000
2016-11-05 01:00:00,3.907724,6.306000
2016-11-05 01:15:00,3.907724,6.281000
2016-11-05 01:30:00,3.907724,6.255000
2016-11-05 01:45:00,3.992675,6.255000
2016-11-05 02:00:00,4.049309,6.230000
2016-11-05 02:15:00,4.105942,6.204000
2016-11-05 02:30:00,4.049309,6.179000
2016-11-05 02:45:00,4.049309,6.153000
2016-11-05 03:00:00,4.049309,6.128000
2016-11-05 03:15:00,4.049309,6.102000
2016-11-05 03:30:00,4.049309,6.102000
2016-11-05 03:45:00,4.049309,6.077000
2016-11-05 04:00:00,4.049309,6.051000
2016-11-05 04:15:00,4.190893,6.051000
2016-11-05 04:30:00,3.992675,6.026000
2016-11-05 04:45:00,4.049309,6.026000
2016-11-05 05:00:00,4.049309,6.026000
2016-11-05 05:15:00,4.190893,6.026000
2016-11-05 05:30:00,3.907724,6.026000
2016-11-05 05:45:00,4.190893,6.026000
2016-11-05 06:00:00,4.049309,6.026000
2016-11-05 06:15:00,3.907724,6.000000
2016-11-05 06:30:00,4.049309,6.000000
2016-11-05 06:45:00,3.992675,6.000000
2016-11-05 07:00:00,4.190893,5.975000
2016-11-05 07:15:00,4.049309,5.975000
2016-11-05 07:30:00,3.907724,5.949000
2016-11-05 07:45:00,4.049309,5.949000
2016-11-05 08:00:00,4.190893,5.924000
2016-11-05 08:15:00,3.907724,5.924000
2016-11-05 08:30:00,4.049309,5.898000
2016-11-05 08:45:00,4.190893,5.898000
2016-11-05 09:00:00,3.907724,5.872000
2016-11-05 09:15:00,4.049309,5.872000
2016-11-05 09:30:00,4.190893,5.872000
2016-11-05 09:45:00,4.049309,5.847000
2016-11-05 10:00:00,4.049309,5.847000
2016-11-05 10:15:00,4.049309,5.847000
2016-11-05 10:30:00,4.049309,5.847000
2016-11-05 10:45:00,3.992675,5.847000
2016-11-05 11:00:00,3.907724,5.847000
2016-11-05 11:15:00,3.907724,5.847000
2016-11-05 11:30:00,3.851091,5.847000
2016-11-05 11:45:00,3.794457,5.847000
2016-11-05 12:00:00,3.794457,5.872000
2016-11-05 12:15:00,3.794457,5.924000
2016-11-05 12:30:00,3.794457,5.949000
2016-11-05 12:45:00,3.794457,6.000000
2016-11-05 13:00:00,3.794457,6.026000
2016-11-05 13:15:00,3.907724,6.026000
2016-11-05 13:30:00,3.907724,6.051000
2016-11-05 13:45:00,3.992675,6.051000
2016-11-05 14:00:00,3.907724,6.077000
2016-11-05 14:15:00,3.907724,6.102000
2016-11-05 14:30:00,3.907724,6.153000
2016-11-05 14:45:00,3.992675,6.204000
2016-11-05 15:00:00,3.907724,6.255000
2016-11-05 15:15:00,3.907724,6.306000
2016-11-05 15:30:00,3.851091,6.357000
2016-11-05 15:45:00,3.794457,6.433000
2016-11-05 16:00:00,3.851091,6.458000
2016-11-05 16:15:00,3.794457,6.484000
2016-11-05 16:30:00,3.907724,6.535000
2016-11-05 16:45:00,3.907724,6.585000
2016-11-05 17:00:00,3.907724,6.636000
2016-11-05 17:15:00,3.907724,6.687000
2016-11-05 17:30:00,3.907724,6.737000
2016-11-05 17:45:00,3.907724,6.763000
2016-11-05 18:00:00,3.907724,6.788000
2016-11-05 18:15:00,3.907724,6.839000
2016-11-05 18:30:00,3.907724,6.839000
2016-11-05 18:45:00,3.907724,6.864000
2016-11-05 19:00:00,3.794457,6.889000
2016-11-05 19:15:00,3.851091,6.914000
2016-11-05 19:30:00,3.737823,6.940000
2016-11-05 19:45:00,3.794457,6.940000
2016-11-05 20:00:00,3.737823,6.940000
2016-11-05 20:15:00,3.794457,6.914000
2016-11-05 20:30:00,3.794457,6.889000
2016-11-05 20:45:00,3.794457,6.864000
2016-11-05 21:00:00,3.794457,6.839000
2016-11-05 21:15:00,3.794457,6.813000
2016-11-05 21:30:00,3.851091,6.788000
2016-11-05 21:45:00,3.794457,6.737000
2016-11-05 22:00:00,3.794457,6.712000
2016-11-05 22:15:00,3.851091,6.687000
2016-11-05 22:30:00,3.794457,6.661000
2016-11-05 22:45:00,3.851091,6.636000
2016-11-05 23:00:00,3.907724,6.611000
2016-11-05 23:15:00,3.907724,6.560000
2016-11-05 23:30:00,3.992675,6.535000
2016-11-05 23:45:00,4.105942,6.509000
2016-11-06 00:00:00,4.049309,6.484000
2016-11-06 00:15:00,3.907724,6.458000
2016-11-06 00:30:00,4.049309,6.458000
2016-11-06 00:45:00,3.992675,6.433000
2016-11-06 01:00:00,3.992675,6.433000
2016-11-06 01:15:00,4.049309,6.433000
2016-11-06 01:30:00,4.049309,6.382000
2016-11-06 01:45:00,4.049309,6.357000
2016-11-06 02:00:00,3.992675,6.357000
2016-11-06 02:15:00,3.992675,6.331000
2016-11-06 02:30:00,4.049309,6.331000
2016-11-06 02:45:00,4.049309,6.281000
2016-11-06 03:00:00,3.992675,6.281000
2016-11-06 03:15:00,4.049309,6.255000
2016-11-06 03:30:00,3.992675,6.255000
2016-11-06 03:45:00,3.992675,6.230000
2016-11-06 04:00:00,4.049309,6.230000
2016-11-06 04:15:00,4.049309,6.204000
2016-11-06 04:30:00,4.049309,6.204000
2016-11-06 04:45:00,3.992675,6.179000
2016-11-06 05:00:00,4.049309,6.179000
2016-11-06 05:15:00,3.992675,6.153000
2016-11-06 05:30:00,4.049309,6.153000
2016-11-06 05:45:00,3.992675,6.128000
2016-11-06 06:00:00,3.992675,6.128000
2016-11-06 06:15:00,4.247527,6.128000
2016-11-06 06:30:00,4.190893,6.102000
2016-11-06 06:45:00,4.190893,6.077000
2016-11-06 07:00:00,3.737823,6.077000
2016-11-06 07:15:00,3.907724,6.077000
