LocalDateTime (MST),Air Temperature (°C ),Relative Humidity (%),Shortwave Solar Radiation (W/m2),Wind Speed (m/s)
11/7/19 14:00,11.61,37.77,457.3,0.819
11/7/19 14:15,11.93,37.44,431,0.548
11/7/19 14:30,12.39,36.34,402.9,0.507
11/7/19 14:45,12.99,35.19,374.2,0.493
11/7/19 15:00,13.32,35.11,341.8,0.616
11/7/19 15:15,13.32,34.02,307.7,0.926
11/7/19 15:30,13.29,34.85,271.1,0.837
11/7/19 15:45,13.4,35.01,234.2,0.422
11/7/19 16:00,13.29,35.11,196.9,0.887
11/7/19 16:15,13.18,35.84,158.9,0.772
11/7/19 16:30,12.54,38.74,109.1,0.276
11/7/19 16:45,11.54,41.33,46.79,0.52
11/7/19 17:00,10.02,46.5,15.76,0.101
11/7/19 17:15,8.94,47.34,7.926,0
11/7/19 17:30,8.17,52.24,1.891,0.129
11/7/19 17:45,7.275,52.5,0.131,0.018
11/7/19 18:00,6.552,54.87,0,0
11/7/19 18:15,6.11,61.23,0,0.045
11/7/19 18:30,4.877,65.07,0,0.106
11/7/19 18:45,4.269,66.55,0,0
11/7/19 19:00,3.934,67,0,0
11/7/19 19:15,3.904,61.89,0,0.669
11/7/19 19:30,4.009,66.66,0,0.382
11/7/19 19:45,3.32,70.1,0,0.255
11/7/19 20:00,2.252,73.36,0,0.089
11/7/19 20:15,2.092,71.93,0,0
11/7/19 20:30,1.932,73.13,0,0
11/7/19 20:45,1.655,78.05,0,0
11/7/19 21:00,1.657,72.4,0,0.005
11/7/19 21:15,1.588,74.14,0,0.067
11/7/19 21:30,1.051,74.72,0,0.201
11/7/19 21:45,0.703,75.48,0,0
11/7/19 22:00,0.233,81.6,0,0.104
11/7/19 22:15,-0.567,83.1,0,0.107
11/7/19 22:30,-0.723,83.5,0.002,0.073
11/7/19 22:45,-0.867,84.9,0.002,0.179
11/7/19 23:00,-0.977,81.3,0.001,0.02
11/7/19 23:15,-1.103,85,0.001,0.068
11/7/19 23:30,-1.424,87.1,0.002,0.019
11/7/19 23:45,-1.662,87.2,0.002,0.22
11/8/19 0:00,-1.689,87.2,0.004,0.217
11/8/19 0:15,-1.794,87.6,0.003,0
11/8/19 0:30,-1.778,84.7,0,0.019
11/8/19 0:45,-1.844,83.7,0.003,0.07
11/8/19 1:00,-1.996,84.5,0.006,0.083
11/8/19 1:15,-2.292,85.9,0.001,0.02
11/8/19 1:30,-2.508,86.1,0.003,0
11/8/19 1:45,-2.436,87.4,0.004,0.122
11/8/19 2:00,-2.805,86.9,0.002,0.129
11/8/19 2:15,-2.85,87.6,0.005,0
11/8/19 2:30,-2.924,88.2,0.004,0.028
11/8/19 2:45,-2.948,88.7,0.003,0.404
11/8/19 3:00,-3.223,89.1,0.002,0.015
11/8/19 3:15,-3.089,88.9,0.005,0.042
11/8/19 3:30,-3.125,86.7,0.005,0.477
11/8/19 3:45,-3.26,86.4,0.004,0.204
11/8/19 4:00,-3.381,87.6,0.004,0.037
11/8/19 4:15,-3.531,89.5,0.005,0.062
11/8/19 4:30,-3.671,90.9,0.002,0.11
11/8/19 4:45,-3.759,91.2,0.002,0.004
11/8/19 5:00,-3.688,91.8,0.002,0.021
11/8/19 5:15,-3.779,91.8,0.003,0.063
11/8/19 5:30,-3.923,91.7,0.005,0.121
11/8/19 5:45,-4.084,92.5,0.008,0.153
11/8/19 6:00,-4.012,92.7,0.006,0.068
11/8/19 6:15,-4.11,93,0.006,0.08
11/8/19 6:30,-4.143,92.9,0.006,0.227
11/8/19 6:45,-4.181,92.1,0.057,0.002
11/8/19 7:00,-4.194,92.7,1.367,0.02
11/8/19 7:15,-4.039,91,5.314,0.335
11/8/19 7:30,-4.091,90.7,11.57,0
11/8/19 7:45,-4.08,90,21.08,0
11/8/19 8:00,-3.959,91,61.36,0.059
11/8/19 8:15,-3.313,89.3,126.9,0
11/8/19 8:30,-2.528,86.1,140.2,0.06
11/8/19 8:45,-1.363,82.9,206.3,0.113
11/8/19 9:00,-0.547,81.2,241.7,0.04
11/8/19 9:15,0.238,77.98,281.4,0.563
11/8/19 9:30,1.263,77.54,318.3,0.632
11/8/19 9:45,1.756,76.32,349.9,0.857
11/8/19 10:00,2.484,69.56,381,0.457
11/8/19 10:15,3.662,64.37,412.5,0.564
11/8/19 10:30,4.415,61.34,436.7,0.943
11/8/19 10:45,4.685,59.91,457.9,0.963
11/8/19 11:00,5.583,57.05,479,0.693
11/8/19 11:15,6.442,56.84,494.7,0.946
11/8/19 11:30,6.451,53.89,509.7,0.75
11/8/19 11:45,7.214,52.32,518.2,0.509
11/8/19 12:00,7.854,49.95,524.8,0.725
11/8/19 12:15,8.45,47.46,528.5,0.644
11/8/19 12:30,9.32,44.31,529.2,0.587
11/8/19 12:45,10.24,42.7,524.2,0.581
11/8/19 13:00,10.67,39.84,515.7,0.825
11/8/19 13:15,11.22,37.91,501.4,0.546
11/8/19 13:30,11.51,36.97,487.1,0.89
11/8/19 13:45,12.08,35.04,470.5,0.638
11/8/19 14:00,12.39,34.36,449.3,0.662
11/8/19 14:15,12.87,32.43,425.8,0.752
11/8/19 14:30,13.23,31.94,398.7,0.571
11/8/19 14:45,13.67,32.35,368,0.854
11/8/19 15:00,13.81,31.89,335,0.735
11/8/19 15:15,13.87,31.03,300.7,0.382
11/8/19 15:30,14.01,31.68,263.7,0.386
11/8/19 15:45,14.12,31.64,228.2,0.506
11/8/19 16:00,13.95,32.14,190.5,0.431
11/8/19 16:15,13.83,32.19,152.9,0.576
11/8/19 16:30,13.62,32.79,116.4,0.345
11/8/19 16:45,13.03,35.4,57.55,0.228
11/8/19 17:00,11.23,38.63,14.24,0.006
11/8/19 17:15,10.29,42.25,7.788,0.036
11/8/19 17:30,8.81,47.26,2.732,0.008
11/8/19 17:45,8.1,49.55,0.372,0.207
11/8/19 18:00,7.482,53.65,0,0
11/8/19 18:15,6.425,58.89,0,0.044
11/8/19 18:30,5.82,61.26,0,0.016
11/8/19 18:45,4.965,66.08,0,0
11/8/19 19:00,4.042,68.75,0,0
11/8/19 19:15,3.986,65.65,0,0.008
11/8/19 19:30,3.339,73.99,0,0.122
11/8/19 19:45,2.914,72.2,0,0.043
11/8/19 20:00,2.647,71.06,0,0.066
11/8/19 20:15,2.551,74.03,0,0.054
11/8/19 20:30,1.993,76.68,0.001,0.109
11/8/19 20:45,1.395,79.33,0,0.085
11/8/19 21:00,1.129,78.58,0,0
11/8/19 21:15,0.954,82,0.001,0.079
11/8/19 21:30,0.57,83,0,0.153
11/8/19 21:45,0.574,78.89,0.001,0.131
11/8/19 22:00,0.496,82.5,0,0.025
11/8/19 22:15,0.312,79.75,0,0.12
11/8/19 22:30,0.074,84.3,0,0.277
11/8/19 22:45,-0.402,83.2,0.001,0.099
11/8/19 23:00,-0.335,82.9,0.001,0.08
11/8/19 23:15,-0.562,82.6,0.001,0.132
11/8/19 23:30,-0.786,83.6,0.001,0.055
11/8/19 23:45,-0.791,82.8,0.002,0.16
11/9/19 0:00,-1.019,84.6,0.003,0.47
11/9/19 0:15,-1.281,82.4,0.004,0.332
11/9/19 0:30,-1.347,84.2,0.002,0.116
11/9/19 0:45,-1.663,85.9,0.008,0.112
11/9/19 1:00,-1.693,86.4,0.002,0
11/9/19 1:15,-1.909,87.6,0.004,0.064
11/9/19 1:30,-2.032,88.8,0,0.046
11/9/19 1:45,-2.145,88.4,0.001,0.195
11/9/19 2:00,-2.26,88.8,0.003,0.08
11/9/19 2:15,-2.432,86.7,0,0.145
11/9/19 2:30,-2.618,89,0.001,0.007
11/9/19 2:45,-2.779,90.3,0.003,0
11/9/19 3:00,-2.726,90.5,0.006,0.05
11/9/19 3:15,-2.75,89.4,0.002,0.201
11/9/19 3:30,-3.006,87.6,0.003,0.259
11/9/19 3:45,-3.202,87.2,0.001,0
11/9/19 4:00,-3.332,89.5,0.003,0.064
11/9/19 4:15,-3.432,90.5,0.002,0.108
11/9/19 4:30,-3.415,91.6,0.005,0.015
11/9/19 4:45,-3.609,91.6,0.002,0.024
11/9/19 5:00,-3.703,91,0,0.106
11/9/19 5:15,-3.646,90,0.005,0.215
11/9/19 5:30,-3.948,91.7,0.004,0.067
11/9/19 5:45,-3.718,91.6,0.005,0.076
11/9/19 6:00,-3.604,90.2,0.001,0.055
11/9/19 6:15,-3.664,90.6,0.002,0.044
11/9/19 6:30,-3.903,92.3,0.005,0.035
11/9/19 6:45,-3.982,92.3,0.032,0.012
11/9/19 7:00,-3.887,92.9,0.928,0.15
11/9/19 7:15,-4.085,93.4,4.625,0.001
11/9/19 7:30,-4.351,94.3,10.18,0.025
11/9/19 7:45,-4.35,92.4,15.25,0.433
11/9/19 8:00,-4.396,90.2,44.43,0.293
11/9/19 8:15,-3.655,89.7,146.2,0.011
11/9/19 8:30,-2.612,88.3,178.1,0
11/9/19 8:45,-1.752,85.2,209.3,0.494
11/9/19 9:00,-1.272,84,246.9,0.596
11/9/19 9:15,-0.355,80.5,284,0.144
11/9/19 9:30,0.695,77.07,319.1,0.291
11/9/19 9:45,1.41,73.75,350.8,0.558
11/9/19 10:00,2.165,71.96,381.7,0.452
11/9/19 10:15,3.066,66.93,412,0.599
11/9/19 10:30,3.794,62.28,438.1,0.336
11/9/19 10:45,4.594,59.47,461,0.418
11/9/19 11:00,5.555,53.08,482.5,0.731
11/9/19 11:15,6.62,48.81,499,0.517
11/9/19 11:30,7.642,46.69,511.3,0.565
11/9/19 11:45,8.5,43.25,520.3,0.495
11/9/19 12:00,9.15,41.89,527.2,0.673
11/9/19 12:15,10.07,39.91,529.1,0.739
11/9/19 12:30,10.62,38.69,528.5,0.574
11/9/19 12:45,11.24,36.5,522.5,0.968
11/9/19 13:00,11.96,34.83,513,0.568
11/9/19 13:15,12.6,32.98,502.4,1.04
11/9/19 13:30,13.23,30.21,487.1,0.853
11/9/19 13:45,13.71,29.31,468.9,0.735
11/9/19 14:00,13.99,29.25,446.5,0.402
11/9/19 14:15,14.27,28.02,424,0.655
11/9/19 14:30,14.59,27.73,396.9,0.615
11/9/19 14:45,14.87,28.98,366.6,0.64
11/9/19 15:00,14.79,28.72,333.9,1.163
11/9/19 15:15,14.88,29.3,299.1,0.956
11/9/19 15:30,14.86,30.47,262,0.666
11/9/19 15:45,14.82,29.58,225.9,0.822
11/9/19 16:00,14.89,29.61,188.5,0.348
11/9/19 16:15,14.67,30.44,151,0.336
11/9/19 16:30,14.55,29.92,113.2,0.08
11/9/19 16:45,13.57,33.44,54.46,0.126
11/9/19 17:00,11.71,39.65,13.24,0.089
11/9/19 17:15,10.33,43.24,7.324,0.009
11/9/19 17:30,9.31,44.93,2.545,0
11/9/19 17:45,8.65,48.27,0.223,0.124
11/9/19 18:00,8.16,49.32,0.001,0.341
11/9/19 18:15,7.167,54.72,0,0.165
11/9/19 18:30,6.121,62.85,0,0.09
11/9/19 18:45,4.644,60.06,0,0.095
11/9/19 19:00,4.624,65.62,0,0.327
11/9/19 19:15,4.443,64.39,0,0.15
11/9/19 19:30,3.757,69.09,0,0.072
11/9/19 19:45,3.919,64.21,0,0.471
11/9/19 20:00,3.43,70.26,0,0.093
11/9/19 20:15,3.232,65.95,0,0.195
11/9/19 20:30,2.783,70.32,0,0.108
11/9/19 20:45,2.087,74.88,0,0.242
11/9/19 21:00,1.587,72.3,0.001,0.227
11/9/19 21:15,1.884,70.03,0,0.541
11/9/19 21:30,1.754,72.79,0.001,0.078
11/9/19 21:45,1.175,73.23,0.001,0.346
11/9/19 22:00,1.301,74.38,0,0.421
11/9/19 22:15,0.725,74.1,0,0.141
11/9/19 22:30,0.475,75.97,0.001,0.295
11/9/19 22:45,0.232,79.56,0,0.032
11/9/19 23:00,-0.011,80.6,0.001,0.118
11/9/19 23:15,0.184,74.41,0.002,0.884
11/9/19 23:30,0.601,72.35,0.002,0.85
11/9/19 23:45,-0.23,77.83,0.004,0.091
11/10/19 0:00,-0.296,74.7,0.002,0.088
11/10/19 0:15,-0.241,78.03,0.001,0.421
11/10/19 0:30,-0.111,76.81,0,0.531
11/10/19 0:45,-0.471,81.7,0.001,0.256
11/10/19 1:00,-0.514,72.69,0.003,0.682
11/10/19 1:15,-0.125,72.93,0,0.447
11/10/19 1:30,-0.158,72.56,0.004,0.11
11/10/19 1:45,-0.409,74.64,0.004,0.493
11/10/19 2:00,-0.842,76.13,0,0
11/10/19 2:15,-1.231,78.06,0.003,0.185
11/10/19 2:30,-1.437,76.52,0.003,0.095
11/10/19 2:45,-1.838,81,0.004,0.133
11/10/19 3:00,-2.256,83.3,0.003,0.235
11/10/19 3:15,-2.252,83.5,0.002,0.244
11/10/19 3:30,-2.474,84.3,0.001,0.122
11/10/19 3:45,-2.518,85.8,0.003,0.024
11/10/19 4:00,-2.301,84.9,0.006,0.344
11/10/19 4:15,-2.199,84.5,0.004,0.499
11/10/19 4:30,-1.954,80.1,0.002,0.88
11/10/19 4:45,-2.309,80,0.004,0.707
11/10/19 5:00,-2.433,80.6,0.006,0.403
11/10/19 5:15,-2.316,81.4,0.004,0.284
11/10/19 5:30,-2.749,84.1,0.003,0.215
11/10/19 5:45,-2.937,85.8,0.005,0.007
11/10/19 6:00,-2.895,85.6,0.003,0.126
11/10/19 6:15,-2.993,85.5,0.003,0.055
11/10/19 6:30,-2.908,83.6,0.002,0.431
11/10/19 6:45,-2.976,83.4,0.029,0.046
11/10/19 7:00,-3.183,86.1,0.875,0.544
11/10/19 7:15,-3.191,86.5,4.346,0.195
11/10/19 7:30,-3.034,86,8.97,0.167
11/10/19 7:45,-2.69,82.5,24.12,0.131
11/10/19 8:00,-2.534,81.5,57.77,0.005
11/10/19 8:15,-1.644,78.43,121.2,0.741
11/10/19 8:30,-1.152,77.83,100.5,0.033
11/10/19 8:45,-0.543,76.11,130.6,0.225
11/10/19 9:00,-0.059,75.93,198.8,0.462
11/10/19 9:15,1.059,76.02,284.6,0.814
11/10/19 9:30,1.677,69.36,303.2,1.075
11/10/19 9:45,2.812,62.71,361.6,1.118
11/10/19 10:00,3.917,57.26,401,0.701
11/10/19 10:15,5.137,54.93,345.1,0.444
11/10/19 10:30,5.207,52.16,364.2,0.865
11/10/19 10:45,5.77,54.08,379.2,0.758
11/10/19 11:00,6.563,48.75,497.1,0.544
11/10/19 11:15,7.532,46.09,467.7,0.772
11/10/19 11:30,7.977,45.78,318.4,0.348
11/10/19 11:45,8.75,39.84,491,0.676
11/10/19 12:00,9.56,39.24,538,0.986
11/10/19 12:15,10.23,36.6,621.7,0.899
11/10/19 12:30,11.62,33.47,622.2,0.504
11/10/19 12:45,12.06,32.85,519.9,0.946
11/10/19 13:00,12.1,32.27,367.1,0.44
11/10/19 13:15,12.63,31.88,469.1,0.989
11/10/19 13:30,12.85,31.57,334.6,0.839
11/10/19 13:45,12.82,30.78,288.6,0.688
11/10/19 14:00,12.85,31.52,385,0.836
11/10/19 14:15,13.29,30.37,433.2,1.031
11/10/19 14:30,13.77,29.61,450,1.173
11/10/19 14:45,14.23,29.61,326.5,0.858
11/10/19 15:00,14.8,28.65,436.7,0.615
11/10/19 15:15,14.46,29.17,227.2,0.941
11/10/19 15:30,14.6,28.62,240.1,0.64
11/10/19 15:45,14.61,28.72,203.8,0.306
11/10/19 16:00,14.56,30.28,171.8,0.276
11/10/19 16:15,14.18,32.29,118.7,0.842
11/10/19 16:30,13.52,32.14,89.3,0.221
11/10/19 16:45,12.83,34.31,56.6,0.266
11/10/19 17:00,11.72,38.71,24.42,0.263
11/10/19 17:15,10.93,38.89,10.96,0.059
11/10/19 17:30,10.47,46.57,5.248,0.06
11/10/19 17:45,9.49,48.7,0.184,0.414
11/10/19 18:00,8.71,53.09,0.001,0.227
11/10/19 18:15,7.173,59.98,0,0.25
11/10/19 18:30,6.738,55.92,0,0.022
11/10/19 18:45,6.197,59.62,0,0.127
11/10/19 19:00,5.837,63.11,0,0.28
11/10/19 19:15,5.254,65.15,0,0.488
11/10/19 19:30,4.497,67.88,0,0.298
11/10/19 19:45,4.21,68.68,0,0.407
11/10/19 20:00,3.844,68.06,0,0.168
11/10/19 20:15,3.349,70.57,0,0.139
11/10/19 20:30,3.238,70.1,0,0.003
11/10/19 20:45,3.166,70.89,0,0.62
11/10/19 21:00,3.085,71.14,0.001,0.369
11/10/19 21:15,2.796,70.89,0.001,0.98
11/10/19 21:30,3.087,67.6,0,0.746
11/10/19 21:45,3.645,63.59,0,1.193
11/10/19 22:00,3.476,65.57,0,0.305
11/10/19 22:15,3.748,63.72,0,1.003
11/10/19 22:30,4.031,65.31,0,0.589
11/10/19 22:45,4.198,62.42,0,0.894
11/10/19 23:00,4.23,64.19,0,0.544
11/10/19 23:15,3.667,67.68,0,0.447
11/10/19 23:30,3.255,69.74,0,0.607
11/10/19 23:45,2.77,71.95,0,0.258
11/11/19 0:00,2.558,73.08,0,0.543
11/11/19 0:15,2.078,79.98,0,0.287
11/11/19 0:30,2.233,76.54,0,0.206
11/11/19 0:45,3.239,71.05,0.001,0.24
11/11/19 1:00,4.235,68.31,0,0.199
11/11/19 1:15,4.586,72.45,0.001,0.265
11/11/19 1:30,4.47,69.82,0.001,0.178
11/11/19 1:45,4.985,68.96,0,0.188
11/11/19 2:00,4.366,70.81,0,0.025
11/11/19 2:15,4.359,73.08,0,0.464
11/11/19 2:30,4.78,68.39,0,0.903
11/11/19 2:45,5.555,64.92,0,1.325
11/11/19 3:00,5.269,62.52,0,1.741
11/11/19 3:15,5.236,60.07,0.001,1.251
11/11/19 3:30,5.186,58.71,0.001,0.653
11/11/19 3:45,5.627,52.35,0,1.121
11/11/19 4:00,5.553,53.11,0,0.987
11/11/19 4:15,5.324,54.28,0,0.787
11/11/19 4:30,4.773,54.88,0,0.712
11/11/19 4:45,4.098,55.22,0,0.607
11/11/19 5:00,3.594,55.79,0,0.289
11/11/19 5:15,2.706,60.12,0,0.275
11/11/19 5:30,2.015,64.71,0.001,1.273
11/11/19 5:45,1.942,64.34,0,0.317
11/11/19 6:00,1.349,70.36,0,0.451
11/11/19 6:15,0.139,73.78,0,0.438
11/11/19 6:30,-0.064,76.79,0.001,0.457
11/11/19 6:45,-0.638,75.96,0.008,0.332
11/11/19 7:00,-0.765,77.9,0.466,0.106
11/11/19 7:15,-1.257,80.6,3.56,0.09
11/11/19 7:30,-1.596,81,9.68,0.298
11/11/19 7:45,-1.641,82.3,15.93,0.162
11/11/19 8:00,-1.574,81.1,32.9,0
11/11/19 8:15,-0.806,73.87,125.9,0.428
11/11/19 8:30,0.237,72.36,164.7,0.253
11/11/19 8:45,1.285,67.98,204.1,0.699
11/11/19 9:00,2.399,62.94,242.8,0.66
11/11/19 9:15,3.584,55.67,279.3,0.168
11/11/19 9:30,4.297,51.99,303.4,0.386
11/11/19 9:45,4.596,49.95,345.1,0.523
11/11/19 10:00,5.171,47.71,385.3,0.356
11/11/19 10:15,5.192,47.14,404.3,0.601
11/11/19 10:30,5.698,43.75,449.9,0.334
11/11/19 10:45,6.105,44.66,429.3,0.854
11/11/19 11:00,6.544,42.23,482.9,0.879
11/11/19 11:15,6.956,41.58,473.9,1.006
11/11/19 11:30,6.707,42.37,488.7,0.803
11/11/19 11:45,7.068,40.12,510.8,0.592
11/11/19 12:00,7.936,39.6,513.3,0.731
11/11/19 12:15,7.685,39.11,523.9,1.306
11/11/19 12:30,8.15,38.87,525.1,1.251
11/11/19 12:45,8.16,36.6,520,1.239
11/11/19 13:00,8.43,38.09,512.6,1.165
11/11/19 13:15,8.91,36.79,501,1.044
11/11/19 13:30,8.96,36.76,486.3,1.04
11/11/19 13:45,9.48,36.39,452.4,1.23
11/11/19 14:00,9.44,35.9,450.1,0.924
11/11/19 14:15,9.63,35.19,414,0.903
11/11/19 14:30,9.63,34.12,387.8,1.192
11/11/19 14:45,9.73,32.06,354.3,0.993
11/11/19 15:00,9.87,31.54,326.3,0.793
11/11/19 15:15,9.92,29.93,311.4,0.875
11/11/19 15:30,10.05,28.99,272.4,0.506
11/11/19 15:45,10.23,27.94,230,0.928
11/11/19 16:00,10.18,28.51,191.6,0.737
11/11/19 16:15,9.96,27.99,150.3,0.874
11/11/19 16:30,9.71,27.79,109.7,0.952
11/11/19 16:45,9.21,31.96,45.92,0.403
11/11/19 17:00,7.664,33.27,11.15,0
11/11/19 17:15,6.938,37.59,5.286,0.641
11/11/19 17:30,6.13,41.92,1.117,0.407
11/11/19 17:45,5.361,44.63,0.032,0.402
11/11/19 18:00,5.304,43.56,0,0.819
11/11/19 18:15,4.152,48.67,0,0.351
11/11/19 18:30,3.648,53.23,0,0.468
11/11/19 18:45,3.196,54.85,0,0.194
11/11/19 19:00,2.793,54.38,0,0.56
11/11/19 19:15,2.706,57.69,0,0.843
11/11/19 19:30,1.906,63.04,0,0.034
11/11/19 19:45,1.383,62.91,0,0.257
11/11/19 20:00,0.854,66.14,0,0.076
11/11/19 20:15,0.988,61.53,0.001,0.019
11/11/19 20:30,0.946,64.89,0.001,0.094
11/11/19 20:45,0.017,75.79,0.001,0.016
11/11/19 21:00,-0.855,75.5,0,0.348
11/11/19 21:15,-0.923,73.68,0,0.127
11/11/19 21:30,-0.775,70.23,0,0.772
11/11/19 21:45,-0.747,74.69,0.002,0.309
11/11/19 22:00,-1.271,77.51,0.001,0.061
11/11/19 22:15,-1.907,77.28,0,0.156
11/11/19 22:30,-2.192,79.02,0.002,0.225
11/11/19 22:45,-2.253,80.7,0.003,0.159
11/11/19 23:00,-2.204,79.59,0.004,0.121
11/11/19 23:15,-2.357,77.04,0.003,0.481
11/11/19 23:30,-2.74,76.76,0.003,0.6
11/11/19 23:45,-2.622,74.51,0.006,0.487
11/12/19 0:00,-3.081,76.63,0.005,0.8
11/12/19 0:15,-3.094,75.55,0.01,0.735
11/12/19 0:30,-3.225,74.78,0.007,0.407
11/12/19 0:45,-3.677,77.92,0.002,0.261
11/12/19 1:00,-3.908,80.2,0.007,0.046
11/12/19 1:15,-3.722,82.2,0.001,0.061
11/12/19 1:30,-3.818,83.1,0.002,0.388
11/12/19 1:45,-3.685,81.1,0.006,0.144
11/12/19 2:00,-3.604,80.7,0.004,0.052
11/12/19 2:15,-3.928,80,0.003,0.713
11/12/19 2:30,-4.155,79.15,0.005,0.339
11/12/19 2:45,-3.96,77.04,0.009,0.684
11/12/19 3:00,-3.851,79.5,0.004,0.757
11/12/19 3:15,-4.248,83,0.007,0.504
11/12/19 3:30,-3.852,79.39,0.008,0.76
11/12/19 3:45,-3.302,71.07,0.002,0.77
11/12/19 4:00,-3.914,78.5,0.005,0.962
11/12/19 4:15,-4.958,82.5,0.006,0.994
11/12/19 4:30,-5.033,84.8,0.006,0.335
11/12/19 4:45,-5.413,87.1,0,0.078
11/12/19 5:00,-5.537,88.4,0.005,0.041
11/12/19 5:15,-5.321,86,0.001,0.152
11/12/19 5:30,-5.224,84,0.006,0.137
11/12/19 5:45,-5.659,88.1,0.004,0.185
11/12/19 6:00,-5.676,88,0.003,0.296
11/12/19 6:15,-5.703,86.4,0.006,0.271
11/12/19 6:30,-5.916,87.6,0.008,0.022
11/12/19 6:45,-5.808,86.7,0.019,0.557
11/12/19 7:00,-5.888,85.9,0.602,0.698
11/12/19 7:15,-5.687,85.4,3.339,0.174
11/12/19 7:30,-5.954,88.6,9.94,0.317
11/12/19 7:45,-5.874,88.7,16.79,0.614
11/12/19 8:00,-5.491,86.3,27.49,0.374
11/12/19 8:15,-4.941,84.4,105,0
11/12/19 8:30,-3.664,78.22,163.9,0.386
11/12/19 8:45,-2.924,76.01,194.8,0.944
11/12/19 9:00,-2.888,75.88,232.1,0.719
11/12/19 9:15,-2.199,71,267.4,0.402
11/12/19 9:30,-1.303,69.15,304,1.168
11/12/19 9:45,-0.136,62.73,313,0.607
11/12/19 10:00,0.679,63.57,356.7,0.34
11/12/19 10:15,1.535,58.74,400.6,0.659
11/12/19 10:30,1.833,59.14,409.1,1.289
11/12/19 10:45,2.595,54.96,429.1,0.651
11/12/19 11:00,3.22,54.96,433.5,0.807
11/12/19 11:15,3.487,53.29,392.9,0.921
11/12/19 11:30,4.201,48.83,462.6,0.863
11/12/19 11:45,4.878,47.4,411.5,0.803
11/12/19 12:00,5.294,45.91,405.8,0.762
11/12/19 12:15,5.644,44.97,399,1.135
11/12/19 12:30,5.818,44.34,392.8,0.691
11/12/19 12:45,6.344,43.82,415.2,0.846
11/12/19 13:00,6.668,42.36,387.4,0.926
11/12/19 13:15,7.306,40.41,421.8,0.97
11/12/19 13:30,7.773,40.28,470.4,0.697
11/12/19 13:45,8.13,39.93,421.3,0.853
11/12/19 14:00,8.35,38.48,423.3,0.84
11/12/19 14:15,8.98,37.02,406.1,0.557
11/12/19 14:30,9.31,36.24,370.2,0.348
11/12/19 14:45,9.6,36.97,244.2,0.825
11/12/19 15:00,9.44,36.91,199.3,1.425
